Date,vf_GARCH,vf_CPGARCH,vf_ICPGARCH,vf_GJR,vf_CPGJR,vf_ICPGJR,vf_RSGARCH,vf_CPRSGARCH,vf_ICPRSGARCH,vf_HAR,vf_CPHAR,vf_ICPHAR,vf_HAR_a,vf_CPHAR_a,vf_ICPHAR_a
08-Sep-2021,3.26826273175112e-05,0.00010122301570734,4.23357619142613e-05,3.10510794431983e-05,4.34774000280004e-05,4.34774000280004e-05,3.63419779312134e-05,5.68227961604304e-05,5.90309579946448e-05,9.24677108336333e-06,9.55955320762706e-06,9.55955320762706e-06,8.34549058247276e-06,8.78766333713723e-06,8.78766333713723e-06
09-Sep-2021,3.06009564205717e-05,0.000101423318375182,3.95693045939624e-05,3.08211746885866e-05,4.01183594280871e-05,4.01183594280871e-05,3.21685435304708e-05,5.84847756816402e-05,4.9968112538109e-05,1.00163362784942e-05,1.04135149991318e-05,1.04135149991318e-05,1.15524499521862e-05,1.2881333318432e-05,1.2881333318432e-05
10-Sep-2021,3.73958251019282e-05,0.00010064034001652,4.73425089789548e-05,4.05194114930247e-05,5.0984501617998e-05,5.0984501617998e-05,3.83872389782653e-05,6.44596583831237e-05,6.62295592934734e-05,1.77198981705007e-05,1.73791280422713e-05,1.73791280422713e-05,1.59194761824665e-05,1.594849483825e-05,1.594849483825e-05
13-Sep-2021,5.55936316195218e-05,0.000101530524940161,6.66424719151239e-05,6.39549269407939e-05,7.86624962109463e-05,7.86624962109463e-05,6.31343111288927e-05,6.36307346710454e-05,6.40566887362921e-05,2.03701144433799e-05,1.97285350901998e-05,1.97285350901998e-05,2.15389973058911e-05,2.18461803777022e-05,2.18461803777022e-05
14-Sep-2021,4.49429630365299e-05,9.98829584350242e-05,4.95055420244474e-05,5.23845747786458e-05,5.51176790556802e-05,5.51176790556802e-05,4.72470947835143e-05,9.13649021529163e-05,5.63558983170149e-05,2.19161922902802e-05,2.13443770106965e-05,2.13443770106965e-05,2.72316973000886e-05,2.88245862586575e-05,2.88245862586575e-05
15-Sep-2021,5.07920565352343e-05,9.94725389898654e-05,5.64989114345515e-05,6.02320145851012e-05,6.46818456356085e-05,6.46818456356085e-05,5.1838187995457e-05,9.2099709025078e-05,6.43018290076242e-05,3.31081480721583e-05,3.11194989839561e-05,3.11194989839561e-05,2.83983309594739e-05,2.62799203487134e-05,2.62799203487134e-05
16-Sep-2021,5.69649905809996e-05,0.000100281922199777,6.29085398157909e-05,5.73092844403605e-05,5.967010225183e-05,5.967010225183e-05,7.14098721424362e-05,8.73803803910427e-05,6.41814668318012e-05,2.93135493256133e-05,2.82416395625497e-05,2.82416395625497e-05,3.29472311198357e-05,3.35374519830899e-05,3.35374519830899e-05
17-Sep-2021,4.71356972735093e-05,9.96328888067363e-05,4.96614687793598e-05,4.810270035699e-05,4.8387411601554e-05,4.8387411601554e-05,5.30574268172197e-05,8.59695963962377e-05,7.13622645710341e-05,3.30234700485175e-05,3.17869357170133e-05,3.17869357170133e-05,3.13549943449946e-05,2.9594439092389e-05,2.9594439092389e-05
20-Sep-2021,6.63265233995105e-05,9.78196914019985e-05,7.55071803804046e-05,7.81320248013946e-05,8.89923827424587e-05,8.89923827424587e-05,7.70896726059662e-05,7.5797215509313e-05,6.81381921350793e-05,3.50264369357163e-05,3.32940259894625e-05,3.32940259894625e-05,3.20395508797898e-05,3.05732589950225e-05,3.05732589950225e-05
21-Sep-2021,0.000138812912449277,9.78222039762886e-05,0.000168797846293155,0.000187333292854329,0.000230921104180805,0.000230921104180805,0.000174115928698198,0.000179985538423042,0.000176379621566617,3.87574772615979e-05,3.57126364421274e-05,3.57126364421274e-05,4.67486861407015e-05,4.68159364031293e-05,4.68159364031293e-05
22-Sep-2021,0.000111267038520286,9.93625759975968e-05,9.6610796436347e-05,0.000137464893847087,0.000126448384309428,0.000126448384309428,0.000117468752496664,9.47530648582033e-05,0.000117470098566203,5.64749933185999e-05,4.95955917895055e-05,4.95955917895055e-05,7.50008007144387e-05,7.25086363002861e-05,7.25086363002861e-05
23-Sep-2021,0.00010147124285596,9.76265078311774e-05,8.77537792878294e-05,0.000115834952430573,9.2336784980416e-05,9.2336784980416e-05,0.000111157308165935,0.000112861477104474,9.15348363107606e-05,6.87652295457815e-05,5.7963741828734e-05,5.7963741828734e-05,5.68734257759911e-05,4.67244742030292e-05,4.67244742030292e-05
24-Sep-2021,0.000110672373512255,9.77155361998349e-05,0.000100813050695499,0.000109140435139925,8.62233829038171e-05,8.62233829038171e-05,0.000124956389589419,0.000104063599954512,0.000157072036426069,5.21390275655465e-05,4.4264754022712e-05,4.4264754022712e-05,4.77431056457465e-05,3.94055076301938e-05,3.94055076301938e-05
27-Sep-2021,9.02815015221393e-05,0.00010175701357178,6.52832279732884e-05,8.42231404004151e-05,5.85625865197006e-05,5.85625865197006e-05,9.34676340686468e-05,7.61983712711692e-05,7.64132462507326e-05,3.64322398124235e-05,3.18051622388903e-05,3.18051622388903e-05,3.68826828676168e-05,3.14775414470167e-05,3.14775414470167e-05
28-Sep-2021,7.12240878573239e-05,9.76538829148473e-05,5.33307608177261e-05,7.03638421442371e-05,5.1338238442451e-05,5.1338238442451e-05,7.61451223408359e-05,6.16751510249018e-05,6.15665546276082e-05,3.64652822798013e-05,3.20213761220168e-05,3.20213761220168e-05,3.17226004325265e-05,2.77835132801241e-05,2.77835132801241e-05
29-Sep-2021,0.000183451585758504,9.82070970084107e-05,0.000189072965294278,0.000271186957568839,0.000261514666434609,0.000261514666434609,0.000216060998294305,0.000212894572327363,0.000180240140319511,2.60563742008178e-05,2.43674893496141e-05,2.43674893496141e-05,2.67420842566996e-05,2.64210127408699e-05,2.64210127408699e-05
30-Sep-2021,0.000138552238881708,9.84125656267141e-05,0.000114067260143696,0.000169221151665006,0.000148734562764106,0.000148734562764106,0.0001515718382305,0.000115034233883133,0.000116761695151394,4.89767505507087e-05,4.33825022202855e-05,4.33825022202855e-05,7.4858835800724e-05,7.54787681073526e-05,7.54787681073526e-05
01-Oct-2021,0.000152551914558845,9.86513688890628e-05,0.000126689029997511,0.000178093283359583,0.000167933332020986,0.000167933332020986,0.000155393681022163,0.00013468463826453,0.000115300724665359,4.45085305810316e-05,4.01065120134916e-05,4.01065120134916e-05,3.73090789477053e-05,3.30008284908782e-05,3.30008284908782e-05
04-Oct-2021,0.000144776435303015,9.88680814179003e-05,0.000116295799491177,0.000160677909256609,0.00012325288349358,0.00012325288349358,0.000157856736337288,0.000121459961613463,0.000121732572573452,6.68941824890258e-05,5.82269149650805e-05,5.82269149650805e-05,7.27394390726453e-05,6.63222392837563e-05,6.63222392837563e-05
05-Oct-2021,0.00016541582846868,9.90995085457593e-05,0.000137037204577051,0.000196664635423462,0.000167807204689565,0.000167807204689565,0.000158185263965782,0.000128932567647247,0.000129474758525721,6.83893589972813e-05,5.99853476140074e-05,5.99853476140074e-05,6.097447430136e-05,5.18502153449558e-05,5.18502153449558e-05
06-Oct-2021,0.000148315924064663,9.94565222025499e-05,0.000116132621773123,0.000161399692901827,0.000120253584757767,0.000120253584757767,0.000146839340167078,0.000119370822589149,0.000119200787268144,9.83495275842524e-05,8.27505905798429e-05,8.27505905798429e-05,0.000105138897151154,9.15598520188727e-05,9.15598520188727e-05
07-Oct-2021,0.000113238140389536,9.94860149783689e-05,8.03655588741985e-05,0.000121068939190752,8.10608481439098e-05,8.10608481439098e-05,0.000119826845397787,9.57914984618444e-05,9.57622958781805e-05,5.03721386232186e-05,4.52435380717466e-05,4.52435380717466e-05,4.9036694295722e-05,4.40728499919747e-05,4.40728499919747e-05
08-Oct-2021,0.000100199525475234,9.94818954218878e-05,7.45286572034862e-05,0.000100201599268042,6.82915449464918e-05,6.82915449464918e-05,0.000116983116194459,9.4318781659247e-05,9.12060848054241e-05,8.96271684266152e-05,7.64805480343038e-05,7.64805480343038e-05,7.63839848959437e-05,6.35784488962711e-05,6.35784488962711e-05
11-Oct-2021,7.88277023511652e-05,9.94172417722477e-05,5.77790961016287e-05,7.91478524801974e-05,5.48082742977237e-05,5.48082742977237e-05,9.55002179716569e-05,7.85549046566579e-05,7.83421976283653e-05,3.36906773427029e-05,3.1445765982549e-05,3.1445765982549e-05,3.39680909941514e-05,3.11217393387183e-05,3.11217393387183e-05
12-Oct-2021,7.87542496629564e-05,9.85666777355889e-05,6.51131974906556e-05,8.38891839852542e-05,7.09889338972795e-05,7.09889338972795e-05,9.47307043522989e-05,7.84258738027051e-05,7.91488853706106e-05,3.45819987116711e-05,3.28412655170496e-05,3.28412655170496e-05,3.31814787913915e-05,3.21924719285767e-05,3.21924719285767e-05
13-Oct-2021,6.43824469700149e-05,9.88846765796579e-05,5.3830949825517e-05,6.8184928714092e-05,5.7561872165897e-05,5.7561872165897e-05,8.31077284564718e-05,6.85538094479299e-05,7.04445541272069e-05,3.32542481358544e-05,3.23286803408712e-05,3.23286803408712e-05,3.89920918018001e-05,4.03171459426976e-05,4.03171459426976e-05
14-Oct-2021,5.1024134882535e-05,9.87910750400778e-05,4.58583870262864e-05,5.29951300805657e-05,4.73329597640861e-05,4.73329597640861e-05,7.57925519656278e-05,6.70001380093169e-05,6.56667903831335e-05,4.41974662961526e-05,4.21003996106959e-05,4.21003996106959e-05,4.06909674794624e-05,3.88528524378109e-05,3.88528524378109e-05
15-Oct-2021,0.000114013177381546,9.89237623694326e-05,0.000114871698799185,9.08574835616255e-05,8.34170352234666e-05,8.34170352234666e-05,0.000175148050198468,0.000149132876006673,0.00014890749599141,4.06037175708906e-05,3.93057456627055e-05,3.93057456627055e-05,3.54679159098045e-05,3.34338527449881e-05,3.34338527449881e-05
18-Oct-2021,9.73107584854374e-05,9.87618406613622e-05,8.92177824353588e-05,7.3838199624549e-05,6.75552023215887e-05,6.75552023215887e-05,0.000142725700330418,0.000121687440082095,0.000111385739687294,2.36494685098716e-05,2.39918656440001e-05,2.39918656440001e-05,2.81659371411112e-05,2.72480965792711e-05,2.72480965792711e-05
19-Oct-2021,7.4954334414178e-05,9.8910983849465e-05,6.59399714300431e-05,6.01329903339758e-05,5.34872354185461e-05,5.34872354185461e-05,0.000101327997110178,9.27286598999544e-05,8.70128885351217e-05,2.23897887596228e-05,2.29062232560361e-05,2.29062232560361e-05,2.26995882605146e-05,2.27000609713772e-05,2.27000609713772e-05
20-Oct-2021,6.8798842822434e-05,9.8050602295087e-05,6.3194303292806e-05,5.51165973847009e-05,5.17451279990404e-05,5.17451279990404e-05,9.7662252916823e-05,8.41764809827733e-05,8.43640924087951e-05,1.96078802754757e-05,2.03332943536754e-05,2.03332943536754e-05,1.86085188854083e-05,1.92272053914827e-05,1.92272053914827e-05
21-Oct-2021,5.5409364431611e-05,9.89349700332116e-05,5.23327212236268e-05,4.5139453041182e-05,4.54212449813845e-05,4.54212449813845e-05,8.45595244385677e-05,7.38525618461073e-05,7.69672356047227e-05,1.56964802473335e-05,1.6733642647789e-05,1.6733642647789e-05,1.63723937005571e-05,1.70503782914877e-05,1.70503782914877e-05
22-Oct-2021,4.49308391977282e-05,9.84951987545492e-05,4.55451257231074e-05,3.72708555596545e-05,4.1429376569976e-05,4.1429376569976e-05,7.61332233765047e-05,6.6733208258783e-05,6.92576604743874e-05,1.47743528394159e-05,1.59001667388324e-05,1.59001667388324e-05,1.40249405378919e-05,1.49447296900762e-05,1.49447296900762e-05
25-Oct-2021,3.79624344480496e-05,9.83384497833357e-05,4.20379957807225e-05,3.25604833330186e-05,3.9850851873181e-05,3.9850851873181e-05,6.8359655200747e-05,6.06768635575166e-05,6.04717059828943e-05,1.24582941690562e-05,1.36644911737152e-05,1.36644911737152e-05,1.1869218822771e-05,1.29423963859214e-05,1.29423963859214e-05
26-Oct-2021,3.52227869706319e-05,9.83126148621748e-05,4.26312852825955e-05,3.0522737034582e-05,3.97705096849757e-05,3.97705096849757e-05,6.81930990697572e-05,6.21080195710068e-05,6.06839507599441e-05,2.25767486412316e-05,2.35647406999555e-05,2.35647406999555e-05,2.0177890856152e-05,2.09974186207174e-05,2.09974186207174e-05
27-Oct-2021,2.983276105409e-05,9.7747847567945e-05,3.89520961126374e-05,2.66089236028494e-05,3.72842130657408e-05,3.72842130657408e-05,6.17509577027993e-05,5.52426737448148e-05,5.979993137926e-05,1.30479079078367e-05,1.4322014406705e-05,1.4322014406705e-05,1.2957379990903e-05,1.39859639009665e-05,1.39859639009665e-05
28-Oct-2021,3.72673872932218e-05,9.76581667470863e-05,4.78150773276957e-05,3.82555661251521e-05,5.09846021737612e-05,5.09846021737612e-05,6.38370042558343e-05,5.92668883540389e-05,5.95265438778561e-05,2.14331174982259e-05,2.26132006327384e-05,2.26132006327384e-05,1.90399009910316e-05,1.98452211960817e-05,1.98452211960817e-05
29-Oct-2021,5.33266419317952e-05,9.75470744318771e-05,6.38711744248819e-05,4.71876469867798e-05,5.55052123360629e-05,5.55052123360629e-05,9.04381694826517e-05,7.97418690493792e-05,8.01567189727229e-05,2.15309813072791e-05,2.27000722178038e-05,2.27000722178038e-05,2.48577892914549e-05,2.75279164895292e-05,2.75279164895292e-05
01-Nov-2021,4.24170762658939e-05,9.72781525955447e-05,5.02141808262102e-05,4.01179158743074e-05,4.56698726915023e-05,4.56698726915023e-05,6.9407447956462e-05,6.51710143396784e-05,6.5067389683179e-05,1.86987595492657e-05,1.97397600785438e-05,1.97397600785438e-05,1.97277242833287e-05,2.01325648877896e-05,2.01325648877896e-05
02-Nov-2021,3.47391511785094e-05,9.7075409886179e-05,4.29305193549076e-05,3.13866882513982e-05,4.03100383593844e-05,4.03100383593844e-05,6.16851106750774e-05,6.62958561688911e-05,5.96663017062334e-05,1.72453594270708e-05,1.84904046468755e-05,1.84904046468755e-05,1.58341149433733e-05,1.76405804647603e-05,1.76405804647603e-05
03-Nov-2021,3.07243700100435e-05,9.78668282911251e-05,4.06219301365147e-05,2.6874437798841e-05,3.83408967575813e-05,3.83408967575813e-05,5.97478113314696e-05,6.27541564749798e-05,5.76250725052906e-05,2.21547305562375e-05,2.29579272968942e-05,2.29579272968942e-05,1.99251315605203e-05,2.04487800240165e-05,2.04487800240165e-05
04-Nov-2021,3.48016374805493e-05,9.66361995618738e-05,4.55696703756771e-05,3.00138538954217e-05,4.08127209844152e-05,4.08127209844152e-05,6.69918117507875e-05,6.43615605424009e-05,6.40103401617163e-05,1.61071505868843e-05,1.7141041881745e-05,1.7141041881745e-05,1.54272035629428e-05,1.63008214439622e-05,1.63008214439622e-05
05-Nov-2021,3.17171425729914e-05,9.65619179758623e-05,4.25167236146339e-05,2.81203120662711e-05,3.88622635473771e-05,3.88622635473771e-05,5.86346648677206e-05,6.01019717759112e-05,6.61588163820119e-05,2.07348908514156e-05,2.15771721744007e-05,2.15771721744007e-05,1.98153319067971e-05,2.01339956440624e-05,2.01339956440624e-05
08-Nov-2021,2.87825876411588e-05,9.62669844808778e-05,3.99565215972892e-05,2.77304018654106e-05,3.72046757583282e-05,3.72046757583282e-05,5.56561505126325e-05,5.97938684899668e-05,5.86035803621354e-05,1.95680821981533e-05,2.04813702212836e-05,2.04813702212836e-05,1.83415473749669e-05,1.89760532395017e-05,1.89760532395017e-05
09-Nov-2021,2.47966404734139e-05,9.59029138572106e-05,3.64419572819048e-05,2.28155888760025e-05,3.48012107682802e-05,3.48012107682802e-05,5.0335981887655e-05,5.34169837139536e-05,5.32227448292934e-05,2.47629657683449e-05,2.52436013223532e-05,2.52436013223532e-05,2.25533138543851e-05,2.24571751029196e-05,2.24571751029196e-05
10-Nov-2021,2.88963651676065e-05,9.53202801833576e-05,4.07845409251344e-05,2.9221635997245e-05,4.20594182875887e-05,4.20594182875887e-05,5.06746107017102e-05,5.32173034087394e-05,5.34653452558907e-05,1.83054657225069e-05,1.9134063551418e-05,1.9134063551418e-05,1.64179710265861e-05,1.71825275814069e-05,1.71825275814069e-05
11-Nov-2021,5.22975179093053e-05,9.55928578458915e-05,6.2887920926308e-05,5.91404845913189e-05,7.54489914745425e-05,7.54489914745425e-05,7.52645083770024e-05,7.25424958950782e-05,7.11089497896515e-05,2.94492966058176e-05,2.94398148391608e-05,2.94398148391608e-05,2.91996056402855e-05,2.99535146076175e-05,2.99535146076175e-05
12-Nov-2021,4.14011547458046e-05,9.52493806922737e-05,4.89558361069603e-05,4.76040259894178e-05,5.52117972326498e-05,5.52117972326498e-05,5.80892273202854e-05,6.41502259947725e-05,5.82196648355715e-05,2.85588790775266e-05,2.83447826691296e-05,2.83447826691296e-05,3.48847091695632e-05,3.70854760839709e-05,3.70854760839709e-05
15-Nov-2021,4.46863463397337e-05,9.5414003766058e-05,5.2084404883037e-05,4.54423426094713e-05,5.0826370604501e-05,5.0826370604501e-05,6.98889258607087e-05,6.66292156367511e-05,6.64353244331968e-05,1.58646230055941e-05,1.6396535763985e-05,1.6396535763985e-05,1.435682848604e-05,1.50903833081035e-05,1.50903833081035e-05
16-Nov-2021,3.64038665529127e-05,9.48802938520177e-05,4.35101994545669e-05,3.55621256604652e-05,4.25706966384717e-05,4.25706966384717e-05,5.68372954593545e-05,6.18566632585678e-05,5.65808660390565e-05,1.86634210409857e-05,1.90837850275211e-05,1.90837850275211e-05,1.84506501419924e-05,1.85087842845145e-05,1.85087842845145e-05
17-Nov-2021,3.23999031177838e-05,9.46631580938194e-05,4.0381585646907e-05,3.16340867061659e-05,3.9010377227051e-05,3.9010377227051e-05,5.62046986108455e-05,5.69186781034515e-05,5.66677808515978e-05,2.01611793978733e-05,2.03569942360868e-05,2.03569942360868e-05,1.76190029734079e-05,1.79680617501676e-05,1.79680617501676e-05
18-Nov-2021,3.16422090090503e-05,9.40660741447612e-05,4.03707384615072e-05,3.18139104109201e-05,4.07998079345733e-05,4.07998079345733e-05,5.31842431610566e-05,5.35936423509977e-05,5.33697041002888e-05,1.40221849486073e-05,1.47300088726107e-05,1.47300088726107e-05,1.34879082592048e-05,1.41006960366636e-05,1.41006960366636e-05
19-Nov-2021,2.81675063300639e-05,9.42891444348156e-05,3.76526313349158e-05,2.81526198221911e-05,3.73620071625244e-05,3.73620071625244e-05,5.23711420453506e-05,5.33875767341745e-05,5.60929227227099e-05,1.50661342024947e-05,1.58967584913431e-05,1.58967584913431e-05,1.5751999745082e-05,1.71089311619674e-05,1.71089311619674e-05
22-Nov-2021,2.65293404509769e-05,9.40415004133572e-05,3.62801538432453e-05,2.70734540222517e-05,3.6490178440207e-05,3.6490178440207e-05,4.90151007171569e-05,5.53932335702206e-05,5.03111203782085e-05,1.98606612344635e-05,2.0458655101733e-05,2.0458655101733e-05,1.7914711131922e-05,1.84722264569825e-05,1.84722264569825e-05
23-Nov-2021,2.8983022778809e-05,9.3718473589302e-05,3.88969294563101e-05,3.02904124065798e-05,4.09449206517684e-05,4.09449206517684e-05,4.92369915705437e-05,5.06598095574637e-05,5.01607227355999e-05,1.84813245716554e-05,1.91936500432181e-05,1.91936500432181e-05,1.7484315588107e-05,1.83426084451831e-05,1.83426084451831e-05
24-Nov-2021,2.49383126701128e-05,9.34819687070057e-05,3.48810052403406e-05,2.65209996920897e-05,3.60381710319149e-05,3.60381710319149e-05,4.65369194543855e-05,4.84087412431228e-05,4.83086921559388e-05,2.85742841306789e-05,2.87370800333741e-05,2.87370800333741e-05,2.73679296107049e-05,2.79251298981076e-05,2.79251298981076e-05
26-Nov-2021,2.17719215118294e-05,9.27901522460841e-05,3.26601935180483e-05,2.34785219776334e-05,3.33815596106945e-05,3.33815596106945e-05,5.14424752388276e-05,4.82536501686904e-05,4.76141800364344e-05,4.28344833803076e-05,4.08556478202924e-05,4.08556478202924e-05,3.59663447336572e-05,3.3813651654301e-05,3.3813651654301e-05
29-Nov-2021,0.000188014341193054,9.21589043569431e-05,0.000192641992968265,0.000274300621865149,0.000274967685259617,0.000274967685259617,0.000324264664969345,0.000269493740609501,0.000270623682927965,3.01603808660765e-05,2.9413198600272e-05,2.9413198600272e-05,2.68043498373036e-05,2.61157944479363e-05,2.61157944479363e-05
30-Nov-2021,0.000177902788414157,9.24155754149523e-05,0.00015656497608079,0.0002212118817429,0.000181350968910406,0.000181350968910406,0.00024907158173678,0.000195829230051457,0.000200156511187679,5.73875629134106e-05,5.26309321286077e-05,5.26309321286077e-05,8.47263217697672e-05,8.2549776210499e-05,8.2549776210499e-05
01-Dec-2021,0.0002472579823345,9.30206792787063e-05,0.000211410632488021,0.000339193042053409,0.000283622413262735,0.000283622413262735,0.000279933089558126,0.000226090945178475,0.00022726783604336,3.36390179543881e-05,3.200254699276e-05,3.200254699276e-05,3.46654347679737e-05,3.22637368104197e-05,3.22637368104197e-05
02-Dec-2021,0.000226257951444221,9.33937208831753e-05,0.000172079477188302,0.000328883136721129,0.000234358577018669,0.000234358577018669,0.000215274933659447,0.000174422554147195,0.000177737321263012,7.37371905149869e-05,6.66216490570991e-05,6.66216490570991e-05,9.24678564317428e-05,8.69081094038081e-05,8.69081094038081e-05
03-Dec-2021,0.000210635669014386,9.37135589125406e-05,0.000153906014010574,0.000251373879018018,0.000164737937133736,0.000164737937133736,0.000199715890376345,0.000163051864330469,0.000164174457501953,9.23386642970238e-05,8.22639656776995e-05,8.22639656776995e-05,9.41564733240263e-05,8.51147938436351e-05,8.51147938436351e-05
06-Dec-2021,0.000178078071800168,9.38807856288707e-05,0.000121555832508453,0.000212165550108768,0.000139792344028648,0.000139792344028648,0.00016184752427514,0.000129539059130958,0.000129507389729329,0.000115910289399449,0.000100391918233367,0.000100391918233367,0.00010112959284112,8.56922517186324e-05,8.56922517186324e-05
07-Dec-2021,0.000160403989367562,9.40003902281422e-05,0.000111681107275691,0.000164657522108449,0.000106750499713118,0.000106750499713118,0.000157667953073283,0.000126779789927833,0.000126888203456453,0.000134001144631771,0.000113999299285739,0.000113999299285739,0.00012530360650256,0.000107344257327883,0.000107344257327883
08-Dec-2021,0.000224457021727667,9.44592703419265e-05,0.000180897340958661,0.00017712807625519,0.000126208679325206,0.000126208679325206,0.000225256671720296,0.000192562463496166,0.000202800166433982,9.7667570687247e-05,8.16682894028502e-05,8.16682894028502e-05,8.98349645936255e-05,7.42404171384274e-05,7.42404171384274e-05
09-Dec-2021,0.000161728629133036,9.47374199683303e-05,0.000113679661362981,0.000141528912001418,8.51654954057862e-05,8.51654954057862e-05,0.000164642341721425,0.000138305703071253,0.00013188308344945,4.49648086776958e-05,3.95473097735431e-05,3.95473097735431e-05,5.22149843971388e-05,4.41593879158175e-05,4.41593879158175e-05
10-Dec-2021,0.000137643983835514,9.46876726637771e-05,9.55832758265751e-05,0.000120939152746419,8.88533567777451e-05,8.88533567777451e-05,0.000143800097296737,0.000112192099981472,0.000112345096365585,4.27499304516024e-05,3.85597789350014e-05,3.85597789350014e-05,3.92878144204711e-05,3.57966242945258e-05,3.57966242945258e-05
13-Dec-2021,0.000120701366590291,9.46770706361899e-05,8.71148715327224e-05,9.89355312716099e-05,7.41623962586197e-05,7.41623962586197e-05,0.000137837342502133,0.000107909681575039,0.000107874559206963,3.52224692892414e-05,3.30839274755245e-05,3.30839274755245e-05,4.3058864138671e-05,4.25745440006758e-05,4.25745440006758e-05
14-Dec-2021,0.000120164259110068,9.46352189432531e-05,9.15281420979669e-05,0.000120418566262895,9.76389309234713e-05,9.76389309234713e-05,0.000131436513862943,0.000103005728774809,0.000103054747978713,3.59488335959479e-05,3.46494559176301e-05,3.46494559176301e-05,3.4040892448539e-05,3.23779127352718e-05,3.23779127352718e-05
15-Dec-2021,0.000110579557347927,9.45136687040592e-05,8.51849427474333e-05,0.000119989340987726,9.76611995431198e-05,9.76611995431198e-05,0.000126218201376898,9.44624593632794e-05,9.38680481480667e-05,3.13001641535961e-05,3.08018437346502e-05,3.08018437346502e-05,3.92273146954834e-05,4.03623591192006e-05,4.03623591192006e-05
16-Dec-2021,0.000145710992608201,9.42482187628533e-05,0.000124983029970049,0.000124155985990623,9.91567822881634e-05,9.91567822881634e-05,0.000192150306222524,0.000140189365625234,0.000146552191712273,3.95837707697657e-05,3.8475074631559e-05,3.8475074631559e-05,4.34587235331243e-05,4.44099862831338e-05,4.44099862831338e-05
17-Dec-2021,0.000134990005547,9.42468997012106e-05,0.000110110536854098,0.000130760395236801,0.000108505525005252,0.000108505525005252,0.000137715950403412,0.000115373539202236,0.0001166966384129,6.55864489848577e-05,6.18258300656662e-05,6.18258300656662e-05,5.95310673173812e-05,5.47705637049577e-05,5.47705637049577e-05
20-Dec-2021,0.000136690297842938,9.43395404677757e-05,0.000110299013992059,0.000150606844633677,0.000127275366016529,0.000127275366016529,0.000133819240991808,0.000113285897361235,0.000111833259365711,6.64472542732225e-05,6.17603093425699e-05,6.17603093425699e-05,6.87506666466067e-05,6.50065680766505e-05,6.50065680766505e-05
21-Dec-2021,0.000145415411706491,9.45371553038752e-05,0.000117834751440447,0.000176846990491933,0.000148381519309553,0.000148381519309553,0.000136647674036518,0.000115023577799739,0.000115070550588869,9.41793789307307e-05,8.50493192130845e-05,8.50493192130845e-05,9.49872804286374e-05,8.70258928070797e-05,8.70258928070797e-05
22-Dec-2021,0.000182859291119871,9.48846654488998e-05,0.000155870011038587,0.00017020684573208,0.00013263632374457,0.00013263632374457,0.000182791473765861,0.000165204484686156,0.00016515958264974,7.60215624756764e-05,6.76665485465022e-05,6.76665485465022e-05,8.71949783099237e-05,8.10962157769587e-05,8.10962157769587e-05
23-Dec-2021,0.00015544406227204,9.50917373962983e-05,0.000122399871850193,0.000167669575173994,9.95267455916247e-05,9.95267455916247e-05,0.000164708148820362,0.000134594320208903,0.000138646514357413,6.2544052326443e-05,5.56173921688399e-05,5.56173921688399e-05,6.29369583880257e-05,5.44950039453339e-05,5.44950039453339e-05
27-Dec-2021,0.000120744544367828,9.4933034943898e-05,8.93069923354458e-05,0.000100905644868681,7.39441564496576e-05,7.39441564496576e-05,0.000137790295084738,0.000110628720633999,0.000111596355325672,3.7063201567621e-05,3.41320435731419e-05,3.41320435731419e-05,3.76263857367605e-05,3.42107163026061e-05,3.42107163026061e-05
28-Dec-2021,0.000134473629154222,9.54761594337831e-05,0.000108555894712922,0.000102073720927728,7.76863331447207e-05,7.76863331447207e-05,0.000147258453794493,0.000127113487492116,0.000128367047146965,2.79204052420569e-05,2.65227923579263e-05,2.65227923579263e-05,2.77351272905826e-05,2.62063143443539e-05,2.62063143443539e-05
29-Dec-2021,0.000100951424047932,9.53536770030233e-05,7.63983130692524e-05,7.67131833200626e-05,5.99557270330107e-05,5.99557270330107e-05,0.000116022198374591,0.00010597745817786,9.99352442571162e-05,1.66346051323027e-05,1.68569449488042e-05,1.68569449488042e-05,2.05864148283727e-05,1.99239386342693e-05,1.99239386342693e-05
30-Dec-2021,7.64600725619099e-05,9.52563084286224e-05,5.77693321085528e-05,5.82562416932477e-05,4.92034641341519e-05,4.92034641341519e-05,9.99898952786879e-05,8.10539749308531e-05,8.1951906410494e-05,2.7228890300295e-05,2.80106989008163e-05,2.80106989008163e-05,2.49455681685284e-05,2.57871663051517e-05,2.57871663051517e-05
31-Dec-2021,6.42907414445029e-05,9.50756785970378e-05,5.23097420667164e-05,5.25233491354776e-05,4.92632192193954e-05,4.92632192193954e-05,8.84737346021887e-05,7.06719393660858e-05,7.2460280798729e-05,1.89446766778948e-05,1.99077968390197e-05,1.99077968390197e-05,1.73831570182322e-05,1.85239950818164e-05,1.85239950818164e-05
03-Jan-2022,5.49444633377106e-05,9.48825718126785e-05,4.86988414499539e-05,4.74527739560846e-05,4.81316160187124e-05,4.81316160187124e-05,7.85105871854187e-05,6.54216515769751e-05,6.59282397766592e-05,1.44288370608827e-05,1.54953249997076e-05,1.54953249997076e-05,1.64696999425162e-05,1.82840493595379e-05,1.82840493595379e-05
