Date,vf_GARCH,vf_CPGARCH,vf_ICPGARCH,vf_GJR,vf_CPGJR,vf_ICPGJR,vf_RSGARCH,vf_CPRSGARCH,vf_ICPRSGARCH,vf_HAR,vf_CPHAR,vf_ICPHAR,vf_HAR_a,vf_CPHAR_a,vf_ICPHAR_a
04-Jan-2022,5.1813245584695e-05,9.47205959323715e-05,5.08181717927047e-05,4.32188364886356e-05,4.63289830711195e-05,4.63289830711195e-05,7.870436332171e-05,6.7563964486216e-05,6.8115240389288e-05,2.18652684838166e-05,2.33189444891693e-05,2.33189444891693e-05,2.20169227468363e-05,2.3789631000614e-05,2.3789631000614e-05
05-Jan-2022,4.30855594762456e-05,9.45510925163717e-05,4.49070745875912e-05,3.66249223644858e-05,4.2331008726191e-05,4.2331008726191e-05,6.79672741163931e-05,6.65601946914261e-05,6.5459215531071e-05,3.52379842610557e-05,3.60082299048256e-05,3.60082299048256e-05,3.20313492510909e-05,3.21571777614776e-05,3.21571777614776e-05
06-Jan-2022,0.000151858464713096,9.46487737464476e-05,0.000154071416994438,0.000215031500804729,0.00021216563679227,0.00021216563679227,0.000214017784045757,0.000200556914915796,0.000180978151336246,2.60727072676237e-05,2.6755935231145e-05,2.6755935231145e-05,2.34089913158849e-05,2.40178882444339e-05,2.40178882444339e-05
07-Jan-2022,0.000114086578800779,9.4565648049469e-05,9.96924149813079e-05,0.000153607185600569,0.000133099137572534,0.000133099137572534,0.000134423273186834,0.000120037039360869,0.000120956564834625,3.57119898095622e-05,3.57840631793092e-05,3.57840631793092e-05,6.20483040247856e-05,6.8729401664446e-05,6.8729401664446e-05
10-Jan-2022,9.3701657358434e-05,9.44816927969833e-05,7.78728612886033e-05,0.000121348370370948,9.98806769948623e-05,9.98806769948623e-05,0.000100929170678885,8.92616050113457e-05,8.92114630425438e-05,5.09873662177325e-05,4.89614144224209e-05,4.89614144224209e-05,4.37678462614628e-05,4.17499772026343e-05,4.17499772026343e-05
11-Jan-2022,7.40055256987896e-05,9.43687402673331e-05,6.11644482847209e-05,9.13220090127176e-05,7.43228726431716e-05,7.43228726431716e-05,8.17932486304851e-05,7.19897940684763e-05,7.19862992632068e-05,4.10357117725735e-05,3.9141951781946e-05,3.9141951781946e-05,4.12295137093157e-05,4.02570790363462e-05,4.02570790363462e-05
12-Jan-2022,7.5481229145119e-05,9.44627292000437e-05,6.76929728519423e-05,7.96409460054937e-05,6.58658694488054e-05,6.58658694488054e-05,9.12106379845305e-05,8.91458326762773e-05,8.19578315379923e-05,6.61361357719551e-05,6.21316623133318e-05,6.21316623133318e-05,5.68066249053806e-05,5.2822418482351e-05,5.2822418482351e-05
13-Jan-2022,6.01812470508553e-05,9.42881527980964e-05,5.52254693749079e-05,6.15480772459985e-05,5.41653949260774e-05,5.41653949260774e-05,7.58056831455271e-05,6.84882672555259e-05,8.07706406501126e-05,5.42983949356357e-05,5.03225084928721e-05,5.03225084928721e-05,5.03823073504169e-05,4.59115164197987e-05,4.59115164197987e-05
14-Jan-2022,0.000111873798055937,9.44754631376782e-05,0.000105704185360075,0.000148250941237427,0.000133343928887705,0.000133343928887705,0.000128232920504756,0.00011736618255063,0.000126347350105226,4.06043519813839e-05,3.80930028458389e-05,3.80930028458389e-05,3.7071669091208e-05,3.48736528802047e-05,3.48736528802047e-05
18-Jan-2022,8.5160447915269e-05,9.43860094119796e-05,7.55022147723806e-05,0.000107378258812736,9.24780838696426e-05,9.24780838696426e-05,9.15759448383341e-05,8.09474730514851e-05,8.32821246605728e-05,5.74411036031167e-05,5.3887878246339e-05,5.3887878246339e-05,7.57386953664519e-05,7.47111979726309e-05,7.47111979726309e-05
19-Jan-2022,0.000169375076491762,9.49631336791803e-05,0.000151118487851871,0.000211161094004806,0.000210727249596779,0.000210727249596779,0.000189590609878126,0.00016971133029717,0.000169025828113925,7.66732545391822e-05,7.05470625782521e-05,7.05470625782521e-05,6.53541926368667e-05,5.97035281477397e-05,5.97035281477397e-05
20-Jan-2022,0.000156800398114592,9.51286045718786e-05,0.00012850393081897,0.000221413594605782,0.000177608401705489,0.000177608401705489,0.00015153277733504,0.000133480816901498,0.000133364997272783,6.78247685988795e-05,6.25416709012132e-05,6.25416709012132e-05,9.44269669422248e-05,9.46003384985422e-05,9.46003384985422e-05
21-Jan-2022,0.000156235459217949,9.54030619810464e-05,0.000123634480111045,0.000217559305696671,0.000170579260853301,0.000170579260853301,0.000140991570382774,0.00012458628171148,0.000123828407548942,7.00616563071855e-05,6.40567272958374e-05,6.40567272958374e-05,7.68669193637518e-05,7.2094444717854e-05,7.2094444717854e-05
24-Jan-2022,0.000226226262977554,9.59505865134018e-05,0.000184962919190558,0.000327901670806668,0.000265367431521839,0.000265367431521839,0.000202044275954898,0.00018183765581764,0.00018101493169392,7.99308510572717e-05,7.14645733011247e-05,7.14645733011247e-05,8.87944426222143e-05,8.19041496864945e-05,8.19041496864945e-05
25-Jan-2022,0.000165600155955617,9.60711678044618e-05,0.000121045587984249,0.000228984855985099,0.000169262928146158,0.000169262928146158,0.000143905123499176,0.000124352194111605,0.000124521058725571,0.00014017538779856,0.00012348907167353,0.00012348907167353,0.000152553824760302,0.000137557366873954,0.000137557366873954
26-Jan-2022,0.00017024964825753,9.63172801580118e-05,0.000126896026339662,0.000235684589166345,0.000176512155102426,0.000176512155102426,0.000147190780478451,0.000132628778539829,0.000127931477052387,0.000255480288599084,0.000219946381683447,0.000219946381683447,0.000198132991828313,0.00016589387273452,0.00016589387273452
27-Jan-2022,0.000127306243563959,9.63536034893881e-05,8.96701911143505e-05,0.000168624873395065,0.000120160408306496,0.000120160408306496,0.000115723498111479,9.76792822383892e-05,0.000101201605154498,0.00023056624472475,0.000195993547015935,0.000195993547015935,0.000213599488167944,0.000182614247292213,0.000182614247292213
28-Jan-2022,0.00010653730584777,9.63821831410615e-05,7.65900552489645e-05,0.000137220928509112,9.86954268160772e-05,9.86954268160772e-05,0.000103617216551766,8.77947958374851e-05,8.77138885370671e-05,0.000314773105338665,0.000260392986508729,0.000260392986508729,0.000252274554206627,0.000208997563410299,0.000208997563410299
31-Jan-2022,0.00022583893551076,9.71825386338071e-05,0.00018496145925105,0.000184027825437597,0.000122047453888104,0.000122047453888104,0.000249929543705381,0.000230309735427178,0.000231039703186604,0.000257003661771435,0.000207879568605511,0.000207879568605511,0.000226468795557197,0.000191435653145161,0.000191435653145161
01-Feb-2022,0.000250248246233776,9.7679003996325e-05,0.000199987240259867,0.000181692458626235,0.000120643592513622,0.000120643592513622,0.000257283933834417,0.0002263319524182,0.000225389177950393,0.000231063202033905,0.000183378730182578,0.000183378730182578,0.000209308167954814,0.000164777002083694,0.000164777002083694
02-Feb-2022,0.000190304921597831,9.79235512171953e-05,0.000141535439922781,0.000134678650760159,9.03543036516759e-05,9.03543036516759e-05,0.000187709322448713,0.000158835974064547,0.000158903197012057,0.000131401704946492,0.00010732500484261,0.00010732500484261,0.000125248559123513,0.000101995650328254,0.000101995650328254
03-Feb-2022,0.000158581193360636,9.8173682815287e-05,0.000115119627682894,0.000109911442580112,7.63865913484017e-05,7.63865913484017e-05,0.000162683027997549,0.000136943128311698,0.000138092179089701,0.000121490217370125,0.000101415213630583,0.000101415213630583,0.000107657368310887,9.10924181304144e-05,9.10924181304144e-05
04-Feb-2022,0.000300673852759759,9.89038676734222e-05,0.000236212084842223,0.000363657123507388,0.000282447847894278,0.000282447847894278,0.000264871840942609,0.000232877314481235,0.000235624475569178,9.09760049787721e-05,7.87062670200245e-05,7.87062670200245e-05,8.44631040398379e-05,7.23604314053587e-05,7.23604314053587e-05
07-Feb-2022,0.000220933198604224,9.91981956233685e-05,0.000165370895718964,0.00026350081823248,0.000193003567820374,0.000193003567820374,0.00019426799323082,0.000160626515689526,0.000163525570802439,9.13280951160597e-05,8.11254580508998e-05,8.11254580508998e-05,0.000141537727432774,0.000137859650738149,0.000137859650738149
08-Feb-2022,0.000167453672533381,9.93884386165438e-05,0.000122201401063409,0.000189563297843293,0.000142834508643362,0.000142834508643362,0.000156717053594289,0.00012959847913359,0.000129554080664219,9.98381232534817e-05,8.993113800895e-05,8.993113800895e-05,8.61561619828331e-05,7.80182089092279e-05,7.80182089092279e-05
09-Feb-2022,0.00013854081987208,9.93946181246944e-05,0.000102424514698333,0.000145955785072537,0.00011104040507604,0.00011104040507604,0.00014387283544589,0.000118249478092187,0.000117820148199019,8.78426645225927e-05,7.89475572667952e-05,7.89475572667952e-05,8.12290312727808e-05,7.46265588425843e-05,7.46265588425843e-05
10-Feb-2022,0.00015224786790466,9.95020793514162e-05,0.000118554435292506,0.000137320355871081,0.000104671211967885,0.000104671211967885,0.000160763800376684,0.000137495587494238,0.000137468944124431,6.68014542558606e-05,6.02998146454326e-05,6.02998146454326e-05,6.17235000594875e-05,5.58833212118452e-05,5.58833212118452e-05
11-Feb-2022,0.000214334193035233,9.98605849452922e-05,0.000169511618130698,0.000250316753010065,0.000193280698471397,0.000193280698471397,0.000196640039618579,0.000175622731454772,0.000154323936533884,4.22351398630812e-05,3.89281131111132e-05,3.89281131111132e-05,4.46606630858058e-05,4.05340821972703e-05,4.05340821972703e-05
14-Feb-2022,0.000267174094761139,0.000100315513349386,0.000211015479413549,0.000341407227007727,0.000264854803147605,0.000264854803147605,0.000226509528121223,0.000200388680486739,0.00019985633533094,9.80449456656788e-05,9.06610276835381e-05,9.06610276835381e-05,0.000118094933140119,0.000113117318983138,0.000113117318983138
15-Feb-2022,0.000200935979614798,0.000100440817592778,0.000151731414865544,0.000265111631462534,0.000190282763992067,0.000190282763992067,0.000171948420914287,0.00014572087671739,0.000144370612720475,0.000123702116425526,0.000113776575807508,0.000113776575807508,0.000139977380693933,0.000136492099253856,0.000136492099253856
16-Feb-2022,0.0002053982482667,0.00010066631766953,0.000158381268764668,0.000214924733741613,0.000161026686914856,0.000161026686914856,0.000188467711653102,0.000164156653436708,0.000161596209797489,0.000104533844970033,9.47181182805383e-05,9.47181182805383e-05,9.39359214452969e-05,8.55923231969476e-05,8.55923231969476e-05
17-Feb-2022,0.000151914023032929,0.000100675564139559,0.000114066375443184,0.00014070594364876,0.00011790029349598,0.00011790029349598,0.00014791957064501,0.000123020443831027,0.000122967669123922,5.63096308403943e-05,5.11005989376403e-05,5.11005989376403e-05,5.7900149353395e-05,5.13451145434315e-05,5.13451145434315e-05
18-Feb-2022,0.000247020604269928,0.000101190988551843,0.000194732077538548,0.000309281651166006,0.000240230127012687,0.000240230127012687,0.000217486610528564,0.000192345045309704,0.00019890368709257,7.62853543226787e-05,6.80744334459916e-05,6.80744334459916e-05,6.65127662545733e-05,6.04209430210777e-05,6.04209430210777e-05
22-Feb-2022,0.000199444834715749,0.000101359883007698,0.000153786018700065,0.000246020375546144,0.000190575841423826,0.000190575841423826,0.00017310793586822,0.000150274875639289,0.000148885385340276,6.40002601815034e-05,5.85527494778405e-05,5.85527494778405e-05,0.000116041076970157,0.000115554552570224,0.000115554552570224
23-Feb-2022,0.000181093168670039,0.00010153187822727,0.000139120809368055,0.000224713451874301,0.000174638864222754,0.000174638864222754,0.000159068628621344,0.000134981166661241,0.000137299014945401,9.51923215469615e-05,8.94982057780672e-05,8.94982057780672e-05,9.33311346833324e-05,9.21751259962663e-05,9.21751259962663e-05
24-Feb-2022,0.000236025325153327,0.000101955080274641,0.000184157943743907,0.000309303553203144,0.000240792806360326,0.000240792806360326,0.000199220223705147,0.000175491680018161,0.000175629967201599,0.000121481812778371,0.000113947212191334,0.000113947212191334,0.000120778674045185,0.000113009173580516,0.000113009173580516
25-Feb-2022,0.000224785171780544,0.000102293025937296,0.000176032431158152,0.000254596823140802,0.000194132485978344,0.000194132485978344,0.000196215466667163,0.000171649583489689,0.000171638054321894,0.000103563574731356,9.78017171207137e-05,9.78017171207137e-05,0.000134521795710084,0.000133177949358276,0.000133177949358276
28-Feb-2022,0.00028424172229998,0.000102893918108565,0.000226900416702592,0.000299399552388169,0.000188904859568295,0.000188904859568295,0.000253740643778644,0.000221514454182315,0.000221159786388158,0.000228059679929769,0.000207714970294594,0.000207714970294594,0.000196467941115821,0.000169592438090507,0.000169592438090507
01-Mar-2022,0.00021161175003031,0.000103070664857838,0.000164356520164677,0.000190837836820679,0.000141564887006102,0.000141564887006102,0.000192084602832526,0.000160657492146264,0.000159678137738018,0.000136722419106892,0.000123611892694381,0.000123611892694381,0.000130632019677173,0.000113457045396604,0.000113457045396604
02-Mar-2022,0.000229809021322087,0.000103501794743878,0.00017901588395663,0.000267323868861314,0.000187068741132706,0.000187068741132706,0.000204165409671037,0.000172980082262008,0.000172028412022179,0.000167891728029857,0.000148699671647645,0.000148699671647645,0.000146520951883748,0.000133603737794621,0.000133603737794621
03-Mar-2022,0.000250032968151624,0.000103787319852621,0.000197883407815557,0.000227112231453627,0.000169854669749808,0.000169854669749808,0.000227907141827204,0.000176088806525673,0.000195627475201143,0.000157896715147165,0.000139829304744208,0.000139829304744208,0.000176511908182167,0.000162518226582237,0.000162518226582237
04-Mar-2022,0.000195218984186571,0.00010388327644216,0.000151520534060628,0.000180251782830992,0.000136796420973597,0.000136796420973597,0.000180588901062121,0.000151686425478476,0.00015135393340518,0.000152585201126991,0.000134293515310375,0.000134293515310375,0.000140694350791986,0.000121390739078839,0.000121390739078839
07-Mar-2022,0.000166643789482933,0.000103919708665228,0.000129041130443893,0.000162353843779681,0.00012629866390591,0.00012629866390591,0.000160287499997655,0.000135082875525562,0.000135380545396829,0.000133263053163494,0.000119740892328813,0.000119740892328813,0.000124253886129174,0.000113371433161217,0.000113371433161217
08-Mar-2022,0.000375531789857047,0.000104943810792489,0.000297983695789464,0.000486576637255808,0.000381943124769105,0.000381943124769105,0.00033354354589346,0.000297743790120015,0.000295092608299634,0.000140977216551088,0.000126307546224208,0.000126307546224208,0.000137459474293842,0.000125789144839696,0.000125789144839696
09-Mar-2022,0.000293292605114768,0.000105397393397479,0.000229411221046205,0.000319084206066948,0.000290984245594613,0.000290984245594613,0.000244099198998243,0.000204372880846751,0.00020580565197269,0.00012476362816272,0.000113816198873824,0.000113816198873824,0.000202353316333431,0.000208080411930556,0.000208080411930556
10-Mar-2022,0.000373245592439824,0.000106237012305572,0.000295397727627445,0.000404128198150075,0.000272918517182395,0.000272918517182395,0.000320137493656333,0.000274148518656429,0.000267600005298681,0.000238220081994097,0.000213642275022965,0.000213642275022965,0.000205861486679877,0.000181144594943787,0.000181144594943787
11-Mar-2022,0.000280258939272801,0.000106699610915368,0.00022080127073064,0.000273173598173507,0.000207226538241489,0.000207226538241489,0.000236520182017005,0.000196620168456509,0.000196969832603551,0.000106960011968597,9.72534636018132e-05,9.72534636018132e-05,0.000108191707782466,9.40333202345986e-05,9.40333202345986e-05
14-Mar-2022,0.000258292907162332,0.000107134948327564,0.000203233082357895,0.000273213939851699,0.000210132239520463,0.000210132239520463,0.000220811950971577,0.000185079779603924,0.000185070147350301,0.000129764932376049,0.000118136354267296,0.000118136354267296,0.000118918187226541,0.000108803353636631,0.000108803353636631
15-Mar-2022,0.000210378421503554,0.000107682331642164,0.000165380717788489,0.000226404527134615,0.00017593093808839,0.00017593093808839,0.00018769901040973,0.000161394549066481,0.000157000863262606,0.000101952626828975,9.36606625788117e-05,9.36606625788117e-05,0.000124110398072319,0.000120489558489091,0.000120489558489091
16-Mar-2022,0.000264508066848592,0.000108196795361159,0.000210987393761341,0.000228602437296432,0.000172920922901367,0.000172920922901367,0.00024085066760646,0.000208645331659414,0.000212385443160922,0.000108321213820883,0.000100291314221498,0.000100291314221498,0.000109836936021425,0.000103141766787094,0.000103141766787094
17-Mar-2022,0.000314255174118019,0.00010882200047659,0.000250976029616106,0.000237320222552097,0.000177166258279201,0.000177166258279201,0.000281392933408329,0.000250547138531683,0.000247861480966976,0.000100319067402558,9.46597397559536e-05,9.46597397559536e-05,9.58500374229208e-05,8.71849641492973e-05,8.71849641492973e-05
18-Mar-2022,0.000263654063345409,0.00010925387868025,0.00021252210533723,0.000192214313864999,0.000147481255298294,0.000147481255298294,0.000239775075592012,0.000205393326403205,0.000199786699727836,0.000153927201850689,0.000142469389685244,0.000142469389685244,0.000137254173920271,0.000122454652677519,0.000122454652677519
21-Mar-2022,0.000223433920333293,0.000109542861080156,0.000182500029982506,0.000158289064457988,0.000125245621232469,0.000125245621232469,0.000214442841063062,0.000182632431201249,0.000185709517945602,8.50960492767151e-05,7.94404642543155e-05,7.94404642543155e-05,7.92482319765617e-05,7.18387063197943e-05,7.18387063197943e-05
22-Mar-2022,0.000165322472997958,0.000109667814835115,0.000137922382959984,0.000116461687406791,9.70960537160018e-05,9.70960537160018e-05,0.000173068445482891,0.000146296022756767,0.000146234116713045,6.36829856614063e-05,6.05213115881651e-05,6.05213115881651e-05,6.17915074346659e-05,5.78113025189555e-05,5.78113025189555e-05
23-Mar-2022,0.000151662791796775,0.00010986678464214,0.000128109367914542,0.000105066703603717,8.91371162554947e-05,8.91371162554947e-05,0.000169795028669373,0.000150275918437157,0.00014551417768998,9.72412397561464e-05,9.24288871986552e-05,9.24288871986552e-05,8.21196122676655e-05,7.68075433610028e-05,7.68075433610028e-05
24-Mar-2022,0.000161969524606872,0.000110014794323927,0.000135466373310564,0.000150160972654745,0.000123068020578578,0.000123068020578578,0.000169495455013579,0.000147031659963011,0.000152465671315371,5.16177139539457e-05,5.01067737455262e-05,5.01067737455262e-05,5.18075464751257e-05,4.9164728496062e-05,4.9164728496062e-05
25-Mar-2022,0.000168119832844323,0.000110146121853281,0.000141233346885263,0.000147621712399078,0.000114446887355879,0.000114446887355879,0.00017819184992443,0.000162580331233125,0.000162466403244739,5.53380742280373e-05,5.49505966473845e-05,5.49505966473845e-05,7.4238391432655e-05,8.02148085724061e-05,8.02148085724061e-05
28-Mar-2022,0.000129868200796399,0.000110111789187123,0.00011260132146395,0.00010569750590758,9.27965679303941e-05,9.27965679303941e-05,0.000147543997269325,0.000132522637712701,0.000132561174738413,4.9170501682229e-05,4.92738896298512e-05,4.92738896298512e-05,4.9008012805743e-05,4.72413523455504e-05,4.72413523455504e-05
29-Mar-2022,0.000108342620245154,0.000110052758116154,9.65886417580068e-05,8.69414598302328e-05,7.96502462574702e-05,7.96502462574702e-05,0.000134008839234947,0.000121791611018084,0.000109480629572526,5.85467991387669e-05,5.83209972458757e-05,5.83209972458757e-05,5.24280843857498e-05,5.09380609195874e-05,5.09380609195874e-05
30-Mar-2022,0.000116471139038638,0.000110066680580964,0.000103423937301559,8.74466469793363e-05,7.8891916120172e-05,7.8891916120172e-05,0.000142827049208742,0.000135007556234976,0.000134252295422433,4.49149910322039e-05,4.51187049036927e-05,4.51187049036927e-05,4.18969625383161e-05,4.10918658071792e-05,4.10918658071792e-05
31-Mar-2022,0.000103496330044957,0.000110070809736423,9.31259588719028e-05,9.00430797420084e-05,7.99316845890167e-05,7.99316845890167e-05,0.000125179336617745,9.90428542758526e-05,0.000111512309054851,4.48308150248708e-05,4.49571303967388e-05,4.49571303967388e-05,4.43768455898291e-05,4.34015053216674e-05,4.34015053216674e-05
01-Apr-2022,0.000154985875924075,0.000110267759904376,0.000130959734157764,0.000179047144903146,0.000144437876738031,0.000144437876738031,0.000160221392935888,0.000153184597021898,0.000144895031712067,4.37398730810046e-05,4.39942847494793e-05,4.39942847494793e-05,4.90856720154717e-05,5.05852840972098e-05,5.05852840972098e-05
04-Apr-2022,0.000118159588975942,0.000110112505852451,0.000103768606667227,0.000132262567209937,0.000113207950157825,0.000113207950157825,0.000125508173489166,0.000114194266734724,0.000114020661102816,5.01682460865187e-05,5.06101626902435e-05,5.06101626902435e-05,7.69339739822121e-05,8.2537505383003e-05,8.2537505383003e-05
05-Apr-2022,0.000103786313178798,0.000110012887209738,9.35117288474752e-05,0.000107425008378934,9.59702879221595e-05,9.59702879221595e-05,0.000119068167237922,0.000109253328633061,0.000112144585131167,5.39486037232835e-05,5.39843829217594e-05,5.39843829217594e-05,4.67764000787562e-05,4.57262323539241e-05,4.57262323539241e-05
06-Apr-2022,0.00012895005488101,0.000110018822500337,0.000111772420341711,0.000152703902917494,0.000127768513106354,0.000127768513106354,0.000135331723100178,0.000124274600353637,0.00012361378774457,2.97168848866349e-05,3.02251855152411e-05,3.02251855152411e-05,2.99637834244158e-05,2.9422802016406e-05,2.97217170183719e-05
07-Apr-2022,0.00012852851018025,0.000109986697921639,0.000111090533849696,0.000156873127461334,0.000131424217415147,0.000131424217415147,0.000129039616330009,0.000126148141760281,0.000126340178569549,5.95472821920403e-05,7.39392472506341e-05,5.99781547759972e-05,7.36715681659585e-05,9.56137741515008e-05,7.6509918077031e-05
08-Apr-2022,0.000101332119196279,0.000109746747374141,9.09777180293339e-05,0.000118697446776254,0.000105278882108097,0.000105278882108097,0.000108098563052107,0.000100802190319411,0.000104426979641174,8.38470365341112e-05,0.000103292001298918,8.29327469971993e-05,8.65515114645245e-05,0.000104082500489258,8.60514995183593e-05
11-Apr-2022,8.27343229846722e-05,0.0001095026975794,7.68017643948216e-05,9.47594594691376e-05,8.83327981311772e-05,8.83327981311772e-05,9.34876212198578e-05,8.89516404972615e-05,9.55571493851408e-05,6.34583693123365e-05,7.14017670935636e-05,6.21550039539707e-05,5.5104255383007e-05,5.72560667104493e-05,5.29469973386577e-05
12-Apr-2022,0.000147166087637344,0.000109689425658827,0.000125259725542847,0.000193359835620027,0.000158862779790879,0.000158862779790879,0.000160021443180065,0.000145028337851756,0.000147872308238122,5.84740369354382e-05,6.41510544551019e-05,5.74131769542409e-05,5.44661622425286e-05,5.38455556035074e-05,5.44379789571098e-05
13-Apr-2022,0.000117466419907018,0.000109480724761395,0.00010282304058214,0.000149287160499212,0.000128358341332695,0.000128358341332695,0.000119068110129086,0.000114975168660023,0.000110072081250069,5.06379079140556e-05,5.22539908576162e-05,4.92992455467729e-05,9.06319151780856e-05,9.57206066030271e-05,9.66991832187226e-05
14-Apr-2022,0.000117010308562761,0.000109355516221694,0.000103580712462542,0.000128918258853059,0.000112292808090522,0.000112292808090522,0.000126652472934496,0.000122061823810082,0.000121997907493247,6.57698102090091e-05,7.14074735748231e-05,6.36862349812846e-05,6.20777906560716e-05,6.23287698411625e-05,6.07570252830165e-05
18-Apr-2022,0.000133585102871994,0.000109312346117811,0.000115856280650742,0.000159417566596371,0.000135015335898479,0.000135015335898479,0.000136362321839382,0.000131097447706339,0.000109189199184714,4.41354781623239e-05,4.85765083062846e-05,4.36593760664573e-05,4.32471109605783e-05,4.76461084538673e-05,4.16608023591934e-05
19-Apr-2022,0.000104122603199891,0.000109026124464046,9.3215053901709e-05,0.000121091971783795,0.000107960118653422,0.000107960118653422,0.000105678078509605,9.98290383526526e-05,9.94448893413253e-05,5.47491464518523e-05,6.35317116420507e-05,5.39313321100856e-05,7.01746099770945e-05,8.29629799164912e-05,7.21991414348624e-05
20-Apr-2022,0.000136117482021499,0.000109141905081946,0.000119460874481588,0.000126903284252249,0.000107832824466274,0.000107832824466274,0.000154159158286756,0.00014017244839616,0.000140039769470803,6.31683259378226e-05,7.32249765380264e-05,6.14083906639511e-05,5.22678775233135e-05,5.65320775046355e-05,5.03056060140994e-05
21-Apr-2022,0.000106521937218297,0.000108911352937481,9.6173259567523e-05,9.85611739606347e-05,8.87323477603935e-05,8.87323477603935e-05,0.000114245131756315,0.00011059023937803,0.00010718640977843,5.13734370217383e-05,5.77472151831663e-05,4.98573815523464e-05,5.17340918922709e-05,5.94019867989309e-05,4.84925661526554e-05
22-Apr-2022,0.000143965603460524,0.000109096362585809,0.000124351942555273,0.000163363221889687,0.000136806368123036,0.000136806368123036,0.000149559057783089,0.000137887366815234,0.000140372393553246,5.67682717357764e-05,6.48766514664492e-05,5.52497741675933e-05,4.81727329331224e-05,4.84123277437321e-05,4.6907118185665e-05
25-Apr-2022,0.000320362655179275,0.000110270942104915,0.000264948142241433,0.00043281039731918,0.00034793899130457,0.00034793899130457,0.000355183799243185,0.000287048873747139,0.000284816652104285,7.92733390089635e-05,9.45598673821237e-05,7.57468499986233e-05,9.60783731539121e-05,0.000122128336277572,9.60469424007634e-05
26-Apr-2022,0.000245233600431707,0.00011045181252186,0.000202132029341745,0.000319047054936742,0.000258982139041758,0.000258982139041758,0.000234878873619671,0.00019790429493756,0.000198634478212224,0.000102314684240162,0.000121975459174372,9.65040374004645e-05,0.000153621655785174,0.000229477936860994,0.000150775175479143
27-Apr-2022,0.000404913554769727,0.000111462316235525,0.000329989243495477,0.000558815181675518,0.000450163857848966,0.000450163857848966,0.000380803903881728,0.000306816473336431,0.000307460358295302,0.000135041784194296,0.000160357885358745,0.000160357885358745,0.000110913870938279,0.000126188227016728,0.000100844694792461
28-Apr-2022,0.000299638249849995,0.000111733722813859,0.000243722882199191,0.000402570808538247,0.000329832569267075,0.000329832569267075,0.000256955586036167,0.000210565134737335,0.00021779495539722,0.000116000417522799,0.000121108150432793,0.000121108150432793,0.000180871127617878,0.000233008799951982,0.000180908346133905
29-Apr-2022,0.000364317324633763,0.000112568218335201,0.000297816196411167,0.000379718066479233,0.000297274150785606,0.000297274150785606,0.000321376815316784,0.000268877478057775,0.00027164612249548,0.000157222555659645,0.000162030676987883,0.000162030676987883,0.0001270674814421,0.000120030446935272,0.000113113518755336
02-May-2022,0.000647801994004768,0.000114089745836889,0.000528506764035074,0.000827117617727358,0.000655349550291518,0.000655349550291518,0.000537355102413144,0.000488444653878546,0.000494137986241276,0.000120922414874467,0.000114635437183947,0.000114635437183947,0.000116891345192007,0.000121055280252518,0.000121055280252518
03-May-2022,0.000478299554851599,0.000115078813585056,0.00038645698241186,0.00059739374862998,0.000478575286531989,0.000478575286531989,0.000377989346843481,0.000323242417212721,0.000318741505537045,0.000137584207147229,0.000137180937958951,0.000137180937958951,0.00024819977347909,0.00032612479629037,0.00032612479629037
04-May-2022,0.000355106727075936,0.000116009268331908,0.000287184076511388,0.00043700573819158,0.000356103405151848,0.000356103405151848,0.000280401384081488,0.000254491543606375,0.000254397679341979,0.000203077581938198,0.00021907748628539,0.00021907748628539,0.000162177993945627,0.000174411900712709,0.000174411900712709
05-May-2022,0.00047455467245584,0.000116850179944763,0.000387076229726519,0.000440784247244523,0.000341697204875797,0.000341697204875797,0.000382547550315,0.000350046872151336,0.000349685964235411,0.000153390271271997,0.000150892183212309,0.000150892183212309,0.000126656946482199,0.000119108977289619,0.000119108977289619
06-May-2022,0.000717814540470744,0.000118169046558727,0.00058277106756835,0.000859073324442923,0.000667836889628956,0.000667836889628956,0.000534409833473478,0.00048242707105733,0.000483667406891026,0.000218656017392297,0.000233367439202321,0.000233367439202321,0.00019695998273072,0.000231530162584383,0.000231530162584383
09-May-2022,0.000532794884173986,0.000119151801521546,0.000432335456921205,0.000629825714076482,0.00050328357562418,0.00050328357562418,0.000388872084007812,0.00038456280980794,0.000352056027664507,0.000229540002029839,0.000233235598748706,0.000233235598748706,0.000322093856909496,0.000387969712287766,0.000387969712287766
10-May-2022,0.000688166619971682,0.000120356297165645,0.000557026156339546,0.000887881760473508,0.000704142806547234,0.000704142806547234,0.000493845698610594,0.000461404491203579,0.000458703809092941,0.000273906440089338,0.000275188554742647,0.000275188554742647,0.000235494353936577,0.000231758993998967,0.000231758993998967
11-May-2022,0.000501654280276461,0.000121319678231307,0.000407805600656847,0.000636539011923703,0.000520877420769242,0.000520877420769242,0.000367242196555711,0.000345574612270237,0.00034352985857104,0.000230075727411735,0.000238790808817894,0.000238790808817894,0.000314285694995232,0.000366901803595505,0.000366901803595505
12-May-2022,0.000448330541056205,0.000122013920737337,0.000364483201310317,0.000573817073933706,0.000474487191655379,0.000474487191655379,0.000342093575765669,0.000325086515239691,0.000321860717700772,0.000262854740956583,0.000274500977711919,0.000274500977711919,0.000207733624891153,0.000193449082385577,0.000193449082385577
